Question,Answer,Age,Gender,Personality
I enjoy having a structured routine and sticking to a schedule.,4,25,1,Perceiving
I prefer to complete tasks before moving on to new ones.,4,33,0,Perceiving
I feel satisfied when I accomplish my goals on schedule.,4,50,0,Perceiving
I like to have a clear plan of action before starting a project.,4,27,1,Perceiving
I find it difficult to adapt to changes in plans.,4,45,1,Perceiving
I prefer to work on one task at a time rather than juggle multiple tasks.,4,26,0,Perceiving
I feel more comfortable when things are organized and predictable.,4,23,1,Perceiving
I enjoy setting goals and working towards achieving them.,4,26,0,Perceiving
I prefer to follow a set schedule rather than improvise.,4,46,0,Perceiving
I feel anxious when I have too many open-ended tasks.,4,43,0,Perceiving
I tend to stick to my plans even if unexpected opportunities arise.,4,18,0,Perceiving
I prefer to make decisions quickly rather than ponder all the possibilities.,4,19,1,Perceiving
I enjoy having a clear sense of direction and purpose.,4,30,1,Perceiving
I feel unsettled when plans change at the last minute.,4,40,0,Perceiving
I prefer to make lists and schedules to stay organized.,4,45,1,Perceiving
I feel satisfied when I can check items off my to-do list.,4,46,0,Perceiving
I find it difficult to relax until I have completed my tasks.,4,27,0,Perceiving
I prefer to have deadlines to motivate me to complete tasks.,4,34,1,Perceiving
I enjoy having a sense of closure and completion.,4,26,1,Perceiving
I feel more productive when I have a clear plan in place.,4,24,0,Perceiving
I prefer to stick to my plans rather than being spontaneous.,4,44,1,Perceiving
I prefer quiet evenings at home rather than going out to parties.,5,43,1,Introversion
I enjoy spending time alone with my thoughts.,5,38,0,Introversion
I find large social gatherings overwhelming.,5,24,1,Introversion
I feel drained after spending too much time in social settings.,5,36,1,Introversion
I prefer deep conversations with a few close friends over small talk with many acquaintances.,5,48,0,Introversion
I tend to listen more than I talk in social situations.,5,25,0,Introversion
I feel energized after spending time alone.,5,30,1,Introversion
I seek out opportunities to meet new people and try new experiences.,5,35,0,Introversion
I feel comfortable being the centre of attention in a group.,5,40,0,Introversion
I enjoy networking and meeting new people.,5,47,0,Introversion
I feel excited and energized in social situations.,5,47,0,Introversion
I often initiate conversations with strangers.,5,20,0,Introversion
I enjoy being part of a large group and participating in group activities.,5,23,0,Introversion
I prefer to work in a team rather than independently.,5,20,1,Introversion
I feel comfortable speaking in front of large audiences.,5,22,0,Introversion
I enjoy attending social events and parties.,5,49,1,Introversion
I prefer to think before I speak in social situations.,5,37,1,Introversion
I feel comfortable striking up conversations with people I do not know well.,5,45,1,Introversion
I enjoy participating in group discussions and brainstorming sessions.,5,31,1,Introversion
I feel energized by interacting with others.,5,49,1,Introversion
I prefer to have a few close friends rather than many acquaintances.,5,32,1,Introversion
I find it easy to approach strangers and start conversations.,5,50,1,Introversion
I prefer activities that I can do alone rather than in a group.,5,50,0,Introversion
I feel uncomfortable in situations where I do not know anyone.,5,32,1,Introversion
I prefer to observe rather than participate in group activities.,5,33,0,Introversion
"I trust my practical, hands-on experience more than abstract theories.",5,19,1,Sensing
I prefer to focus on details rather than seeing the big picture.,5,36,1,Sensing
I rely on facts and evidence when making decisions.,5,19,0,Sensing
I prefer to follow a step-by-step approach rather than experimenting with new ideas.,5,39,0,Sensing
I pay attention to the present moment rather than thinking about future possibilities.,5,27,1,Sensing
"I prefer concrete, tangible information over abstract concepts.",5,48,0,Sensing
I enjoy activities that require careful attention to detail.,5,48,1,Sensing
I prefer to learn through hands-on experience rather than theoretical study.,5,22,0,Sensing
I tend to notice small changes in my environment.,5,44,1,Sensing
I trust my senses to provide accurate information about the world.,5,41,0,Sensing
I enjoy using practical skills to solve problems.,5,18,1,Sensing
I focus on what is real and tangible rather than what could be.,5,48,1,Sensing
I prefer to stick to proven methods rather than trying new approaches.,5,19,0,Sensing
I trust my observations and experiences over theories and concepts.,5,48,1,Sensing
"I enjoy activities that engage my senses, like cooking or gardening.",5,25,1,Sensing
I prefer to rely on established procedures rather than improvising.,5,21,0,Sensing
I prefer to have all the facts before making a decision.,5,42,0,Sensing
I tend to focus on specifics rather than generalities.,5,35,0,Sensing
I am good at remembering details and specifics.,5,38,0,Sensing
I trust my intuition to guide me in uncertain situations.,5,27,1,Sensing
I enjoy brainstorming and exploring new possibilities.,5,43,0,Sensing
I often have hunches or gut feelings about things.,5,18,1,Sensing
I enjoy imagining future scenarios and possibilities.,5,23,0,Sensing
I tend to see patterns and connections between seemingly unrelated things.,5,46,1,Sensing
I prefer to explore multiple options rather than settling on one solution.,5,24,0,Sensing
I value logic and reason over emotions when making decisions.,5,42,0,Feeling
I tend to analyze situations objectively rather than considering how they make me feel.,5,27,0,Feeling
I prefer to give feedback based on facts and evidence rather than emotions.,5,34,0,Feeling
I believe it is important to maintain emotional detachment in professional settings.,5,22,1,Feeling
I prioritize fairness and justice over empathy and compassion.,5,25,0,Feeling
I tend to prioritize logical consistency over accommodating the feelings of others.,5,50,1,Feeling
I prefer to solve problems using logical analysis rather than empathetic understanding.,5,32,0,Feeling
I find it easier to express thoughts and ideas than emotions.,5,37,0,Feeling
"I believe in being honest and straightforward, even if it may hurt the feelings of the person I am speaking to.",5,28,0,Feeling
I value efficiency and effectiveness over maintaining harmony in relationships.,5,23,1,Feeling
I prefer to make decisions based on objective criteria rather than personal values.,5,45,0,Feeling
I tend to focus on the task at hand rather than the emotional atmosphere of a situation.,5,49,0,Feeling
I value honesty and transparency in relationships.,5,41,1,Feeling
I believe in constructive criticism even if it may be perceived as harsh.,5,49,1,Feeling
I prefer to keep my emotions private rather than sharing them with others.,5,38,0,Feeling
I tend to rely on logic rather than intuition when solving problems.,5,41,0,Feeling
I find it challenging to empathize with the emotions of others.,5,38,1,Feeling
I believe in treating everyone fairly and equally.,5,20,0,Feeling
I prefer to address conflicts rationally rather than emotionally.,5,31,1,Feeling
I believe it is important to remain objective in decision-making.,5,26,1,Feeling
I prioritize practical considerations over emotional ones.,5,33,1,Feeling
I tend to suppress my emotions in favour of logical reasoning.,5,43,0,Feeling
I find it easier to discuss ideas and concepts than personal feelings.,5,24,0,Feeling
I prefer to rely on facts and evidence rather than intuition or gut feelings.,5,41,1,Feeling
I believe in being straightforward in communication.,5,45,0,Feeling
I prefer to plan rather than go with the flow.,5,21,1,Perceiving
I feel uncomfortable with uncertainty and prefer to have a clear plan.,5,48,1,Perceiving
I like to make decisions quickly rather than keeping my options open.,5,44,1,Perceiving
I feel stressed when things are left to the last minute.,5,43,0,Perceiving
I enjoy having a structured routine and sticking to a schedule.,5,37,0,Perceiving
I prefer to complete tasks before moving on to new ones.,5,33,0,Perceiving
I feel satisfied when I accomplish my goals on schedule.,5,34,0,Perceiving
I like to have a clear plan of action before starting a project.,5,47,0,Perceiving
I find it difficult to adapt to changes in plans.,5,48,0,Perceiving
I prefer to work on one task at a time rather than juggle multiple tasks.,5,49,1,Perceiving
I feel more comfortable when things are organized and predictable.,5,47,0,Perceiving
I enjoy setting goals and working towards achieving them.,5,18,1,Perceiving
I prefer to follow a set schedule rather than improvise.,5,19,0,Perceiving
I feel anxious when I have too many open-ended tasks.,5,38,1,Perceiving
I tend to stick to my plans even if unexpected opportunities arise.,5,41,0,Perceiving
I prefer to make decisions quickly rather than ponder all the possibilities.,5,33,0,Perceiving
I enjoy having a clear sense of direction and purpose.,5,26,1,Perceiving
I feel unsettled when plans change at the last minute.,5,19,0,Perceiving
I prefer to make lists and schedules to stay organized.,5,30,0,Perceiving
I feel satisfied when I can check items off my to-do list.,5,46,0,Perceiving
I find it difficult to relax until I have completed my tasks.,5,48,1,Perceiving
I prefer to have deadlines to motivate me to complete tasks.,5,19,0,Perceiving
I enjoy having a sense of closure and completion.,5,36,1,Perceiving
I feel more productive when I have a clear plan in place.,5,49,1,Perceiving
I prefer to stick to my plans rather than being spontaneous.,5,41,0,Perceiving
I prefer quiet evenings at home rather than going out to parties.,6,29,1,Extroversion
I enjoy spending time alone with my thoughts.,6,47,0,Extroversion
I find large social gatherings overwhelming.,6,19,0,Extroversion
I feel drained after spending too much time in social settings.,6,23,1,Extroversion
I prefer deep conversations with a few close friends over small talk with many acquaintances.,6,47,1,Extroversion
I tend to listen more than I talk in social situations.,6,35,0,Extroversion
I feel energized after spending time alone.,6,21,1,Extroversion
I seek out opportunities to meet new people and try new experiences.,6,38,1,Extroversion
I feel comfortable being the centre of attention in a group.,6,35,1,Extroversion
I enjoy networking and meeting new people.,6,26,0,Extroversion
I feel excited and energized in social situations.,6,45,0,Extroversion
I often initiate conversations with strangers.,6,47,0,Extroversion
I enjoy being part of a large group and participating in group activities.,6,43,0,Extroversion
I prefer to work in a team rather than independently.,6,22,0,Extroversion
I feel comfortable speaking in front of large audiences.,6,41,0,Extroversion
I enjoy attending social events and parties.,6,39,1,Extroversion
I prefer to think before I speak in social situations.,6,33,1,Extroversion
I feel comfortable striking up conversations with people I do not know well.,6,21,0,Extroversion
I enjoy participating in group discussions and brainstorming sessions.,6,38,0,Extroversion
I feel energized by interacting with others.,6,41,1,Extroversion
I prefer to have a few close friends rather than many acquaintances.,6,44,0,Extroversion
I find it easy to approach strangers and start conversations.,6,24,0,Extroversion
I prefer activities that I can do alone rather than in a group.,6,36,1,Extroversion
I feel uncomfortable in situations where I do not know anyone.,6,21,1,Extroversion
I prefer to observe rather than participate in group activities.,6,40,0,Extroversion
"I trust my practical, hands-on experience more than abstract theories.",6,34,0,Intuition
I prefer to focus on details rather than seeing the big picture.,6,20,0,Intuition
I rely on facts and evidence when making decisions.,6,48,0,Intuition
I prefer to follow a step-by-step approach rather than experimenting with new ideas.,6,47,0,Intuition
I pay attention to the present moment rather than thinking about future possibilities.,6,18,1,Intuition
"I prefer concrete, tangible information over abstract concepts.",6,29,0,Intuition
I enjoy activities that require careful attention to detail.,6,23,1,Intuition
I prefer to learn through hands-on experience rather than theoretical study.,6,22,1,Intuition
I tend to notice small changes in my environment.,6,43,1,Intuition
I trust my senses to provide accurate information about the world.,6,28,1,Intuition
I enjoy using practical skills to solve problems.,6,28,1,Intuition
I focus on what is real and tangible rather than what could be.,6,23,1,Intuition
I prefer to stick to proven methods rather than trying new approaches.,6,39,1,Intuition
I trust my observations and experiences over theories and concepts.,6,26,1,Intuition
"I enjoy activities that engage my senses, like cooking or gardening.",6,34,0,Intuition
I prefer to rely on established procedures rather than improvising.,6,32,1,Intuition
I prefer to have all the facts before making a decision.,6,23,0,Intuition
I tend to focus on specifics rather than generalities.,6,24,1,Intuition
I am good at remembering details and specifics.,6,49,1,Intuition
I trust my intuition to guide me in uncertain situations.,6,31,0,Intuition
I enjoy brainstorming and exploring new possibilities.,6,48,1,Intuition
I often have hunches or gut feelings about things.,6,44,1,Intuition
I enjoy imagining future scenarios and possibilities.,6,48,0,Intuition
I tend to see patterns and connections between seemingly unrelated things.,6,29,0,Intuition
I prefer to explore multiple options rather than settling on one solution.,6,41,1,Intuition
I value logic and reason over emotions when making decisions.,6,32,1,Thinking
I tend to analyze situations objectively rather than considering how they make me feel.,6,21,0,Thinking
I prefer to give feedback based on facts and evidence rather than emotions.,6,20,1,Thinking
I believe it is important to maintain emotional detachment in professional settings.,6,19,1,Thinking
I prioritize fairness and justice over empathy and compassion.,6,47,0,Thinking
I tend to prioritize logical consistency over accommodating the feelings of others.,6,22,0,Thinking
I prefer to solve problems using logical analysis rather than empathetic understanding.,6,48,0,Thinking
I find it easier to express thoughts and ideas than emotions.,6,24,0,Thinking
"I believe in being honest and straightforward, even if it may hurt the feelings of the person I am speaking to.",6,32,1,Thinking
I value efficiency and effectiveness over maintaining harmony in relationships.,6,37,0,Thinking
I prefer to make decisions based on objective criteria rather than personal values.,6,25,0,Thinking
I tend to focus on the task at hand rather than the emotional atmosphere of a situation.,6,36,0,Thinking
I value honesty and transparency in relationships.,6,28,0,Thinking
I believe in constructive criticism even if it may be perceived as harsh.,6,22,0,Thinking
I prefer to keep my emotions private rather than sharing them with others.,6,35,0,Thinking
I tend to rely on logic rather than intuition when solving problems.,6,38,1,Thinking
I find it challenging to empathize with the emotions of others.,6,29,1,Thinking
I believe in treating everyone fairly and equally.,6,42,0,Thinking
I prefer to address conflicts rationally rather than emotionally.,6,36,1,Thinking
I believe it is important to remain objective in decision-making.,6,23,0,Thinking
I prioritize practical considerations over emotional ones.,6,22,0,Thinking
I tend to suppress my emotions in favour of logical reasoning.,6,27,1,Thinking
I find it easier to discuss ideas and concepts than personal feelings.,6,22,1,Thinking
I prefer to rely on facts and evidence rather than intuition or gut feelings.,6,29,1,Thinking
I believe in being straightforward in communication.,6,32,1,Thinking
I prefer to plan rather than go with the flow.,6,25,1,Judging
I feel uncomfortable with uncertainty and prefer to have a clear plan.,6,34,1,Judging
I like to make decisions quickly rather than keeping my options open.,6,29,0,Judging
I feel stressed when things are left to the last minute.,6,41,0,Judging
I enjoy having a structured routine and sticking to a schedule.,6,25,1,Judging
I prefer to complete tasks before moving on to new ones.,6,40,1,Judging
I feel satisfied when I accomplish my goals on schedule.,6,50,0,Judging
I like to have a clear plan of action before starting a project.,6,39,0,Judging
I find it difficult to adapt to changes in plans.,6,35,0,Judging
I prefer to work on one task at a time rather than juggle multiple tasks.,6,50,0,Judging
I feel more comfortable when things are organized and predictable.,6,18,1,Judging
I enjoy setting goals and working towards achieving them.,6,41,0,Judging
I prefer to follow a set schedule rather than improvise.,6,26,1,Judging
I feel anxious when I have too many open-ended tasks.,6,35,0,Judging
I tend to stick to my plans even if unexpected opportunities arise.,6,30,1,Judging
I prefer to make decisions quickly rather than ponder all the possibilities.,6,24,1,Judging
I enjoy having a clear sense of direction and purpose.,6,43,0,Judging
I feel unsettled when plans change at the last minute.,6,48,1,Judging
I prefer to make lists and schedules to stay organized.,6,50,1,Judging
I feel satisfied when I can check items off my to-do list.,6,30,1,Judging
I find it difficult to relax until I have completed my tasks.,6,49,0,Judging
I prefer to have deadlines to motivate me to complete tasks.,6,31,0,Judging
I enjoy having a sense of closure and completion.,6,44,0,Judging
I feel more productive when I have a clear plan in place.,6,21,0,Judging
I prefer to stick to my plans rather than being spontaneous.,6,38,0,Judging
I prefer quiet evenings at home rather than going out to parties.,7,26,0,Extroversion
I enjoy spending time alone with my thoughts.,7,48,1,Extroversion
I find large social gatherings overwhelming.,7,32,1,Extroversion
I feel drained after spending too much time in social settings.,7,45,1,Extroversion
I prefer deep conversations with a few close friends over small talk with many acquaintances.,7,33,1,Extroversion
I tend to listen more than I talk in social situations.,7,29,1,Extroversion
I feel energized after spending time alone.,7,38,0,Extroversion
I seek out opportunities to meet new people and try new experiences.,7,33,1,Extroversion
I feel comfortable being the centre of attention in a group.,7,49,0,Extroversion
I enjoy networking and meeting new people.,7,22,1,Extroversion
I feel excited and energized in social situations.,7,49,1,Extroversion
I often initiate conversations with strangers.,7,46,1,Extroversion
I enjoy being part of a large group and participating in group activities.,7,35,0,Extroversion
I prefer to work in a team rather than independently.,7,36,0,Extroversion
I feel comfortable speaking in front of large audiences.,7,25,1,Extroversion
I enjoy attending social events and parties.,7,39,0,Extroversion
I prefer to think before I speak in social situations.,7,45,1,Extroversion
I feel comfortable striking up conversations with people I do not know well.,7,40,0,Extroversion
I enjoy participating in group discussions and brainstorming sessions.,7,36,0,Extroversion
I feel energized by interacting with others.,7,37,0,Extroversion
I prefer to have a few close friends rather than many acquaintances.,7,26,1,Extroversion
I find it easy to approach strangers and start conversations.,7,35,1,Extroversion
I prefer activities that I can do alone rather than in a group.,7,23,0,Extroversion
I feel uncomfortable in situations where I do not know anyone.,7,22,0,Extroversion
I prefer to observe rather than participate in group activities.,7,40,1,Extroversion
"I trust my practical, hands-on experience more than abstract theories.",7,25,0,Intuition
I prefer to focus on details rather than seeing the big picture.,7,45,1,Intuition
I rely on facts and evidence when making decisions.,7,23,0,Intuition
I prefer to follow a step-by-step approach rather than experimenting with new ideas.,7,45,1,Intuition
I pay attention to the present moment rather than thinking about future possibilities.,7,34,0,Intuition
"I prefer concrete, tangible information over abstract concepts.",7,19,0,Intuition
I enjoy activities that require careful attention to detail.,7,45,0,Intuition
I prefer to learn through hands-on experience rather than theoretical study.,7,24,0,Intuition
I tend to notice small changes in my environment.,7,40,0,Intuition
I trust my senses to provide accurate information about the world.,7,33,1,Intuition
I enjoy using practical skills to solve problems.,7,23,1,Intuition
I focus on what is real and tangible rather than what could be.,7,41,1,Intuition
I prefer to stick to proven methods rather than trying new approaches.,7,48,1,Intuition
I trust my observations and experiences over theories and concepts.,7,21,1,Intuition
"I enjoy activities that engage my senses, like cooking or gardening.",7,22,1,Intuition
I prefer to rely on established procedures rather than improvising.,7,20,1,Intuition
I prefer to have all the facts before making a decision.,7,38,0,Intuition
I tend to focus on specifics rather than generalities.,7,49,0,Intuition
I am good at remembering details and specifics.,7,30,0,Intuition
I trust my intuition to guide me in uncertain situations.,7,36,0,Intuition
I enjoy brainstorming and exploring new possibilities.,7,28,0,Intuition
I often have hunches or gut feelings about things.,7,23,1,Intuition
I enjoy imagining future scenarios and possibilities.,7,33,1,Intuition
I tend to see patterns and connections between seemingly unrelated things.,7,44,0,Intuition
I prefer to explore multiple options rather than settling on one solution.,7,48,1,Intuition
I value logic and reason over emotions when making decisions.,7,29,0,Thinking
I tend to analyze situations objectively rather than considering how they make me feel.,7,31,0,Thinking
I prefer to give feedback based on facts and evidence rather than emotions.,7,41,0,Thinking
I believe it is important to maintain emotional detachment in professional settings.,7,24,0,Thinking
I prioritize fairness and justice over empathy and compassion.,7,25,0,Thinking
I tend to prioritize logical consistency over accommodating the feelings of others.,7,18,0,Thinking
I prefer to solve problems using logical analysis rather than empathetic understanding.,7,38,0,Thinking
I find it easier to express thoughts and ideas than emotions.,7,43,1,Thinking
"I believe in being honest and straightforward, even if it may hurt the feelings of the person I am speaking to.",7,41,1,Thinking
I value efficiency and effectiveness over maintaining harmony in relationships.,7,48,0,Thinking
I prefer to make decisions based on objective criteria rather than personal values.,7,22,0,Thinking
I tend to focus on the task at hand rather than the emotional atmosphere of a situation.,7,43,0,Thinking
I value honesty and transparency in relationships.,7,18,1,Thinking
I believe in constructive criticism even if it may be perceived as harsh.,7,40,1,Thinking
I prefer to keep my emotions private rather than sharing them with others.,7,24,1,Thinking
I tend to rely on logic rather than intuition when solving problems.,7,37,0,Thinking
I find it challenging to empathize with the emotions of others.,7,43,0,Thinking
I believe in treating everyone fairly and equally.,7,22,1,Thinking
I prefer to address conflicts rationally rather than emotionally.,7,49,1,Thinking
I believe it is important to remain objective in decision-making.,7,18,0,Thinking
I prioritize practical considerations over emotional ones.,7,31,0,Thinking
I tend to suppress my emotions in favour of logical reasoning.,7,45,0,Thinking
I find it easier to discuss ideas and concepts than personal feelings.,7,39,1,Thinking
I prefer to rely on facts and evidence rather than intuition or gut feelings.,7,45,1,Thinking
I believe in being straightforward in communication.,7,32,1,Thinking
I prefer to plan rather than go with the flow.,7,38,0,Judging
I feel uncomfortable with uncertainty and prefer to have a clear plan.,7,29,1,Judging
I like to make decisions quickly rather than keeping my options open.,7,48,0,Judging
I feel stressed when things are left to the last minute.,7,21,0,Judging
I enjoy having a structured routine and sticking to a schedule.,7,47,1,Judging
I prefer to complete tasks before moving on to new ones.,7,32,0,Judging
I feel satisfied when I accomplish my goals on schedule.,7,42,0,Judging
I like to have a clear plan of action before starting a project.,7,50,1,Judging
I find it difficult to adapt to changes in plans.,7,44,0,Judging
I prefer to work on one task at a time rather than juggle multiple tasks.,7,24,0,Judging
I feel more comfortable when things are organized and predictable.,7,42,0,Judging
I enjoy setting goals and working towards achieving them.,7,30,1,Judging
I prefer to follow a set schedule rather than improvise.,7,22,0,Judging
I feel anxious when I have too many open-ended tasks.,7,47,1,Judging
I tend to stick to my plans even if unexpected opportunities arise.,7,20,1,Judging
I prefer to make decisions quickly rather than ponder all the possibilities.,7,47,1,Judging
I enjoy having a clear sense of direction and purpose.,7,44,0,Judging
I feel unsettled when plans change at the last minute.,7,41,1,Judging
I prefer to make lists and schedules to stay organized.,7,42,0,Judging
I feel satisfied when I can check items off my to-do list.,7,24,0,Judging
I find it difficult to relax until I have completed my tasks.,7,46,0,Judging
I prefer to have deadlines to motivate me to complete tasks.,7,31,1,Judging
I enjoy having a sense of closure and completion.,7,28,1,Judging
I feel more productive when I have a clear plan in place.,7,43,1,Judging
I prefer to stick to my plans rather than being spontaneous.,7,49,0,Judging
I prefer quiet evenings at home rather than going out to parties.,8,36,1,Extroversion
I enjoy spending time alone with my thoughts.,8,27,0,Extroversion
I find large social gatherings overwhelming.,8,48,1,Extroversion
I feel drained after spending too much time in social settings.,8,27,1,Extroversion
I prefer deep conversations with a few close friends over small talk with many acquaintances.,8,23,0,Extroversion
I tend to listen more than I talk in social situations.,8,47,0,Extroversion
I feel energized after spending time alone.,8,30,1,Extroversion
I seek out opportunities to meet new people and try new experiences.,8,27,0,Extroversion
I feel comfortable being the centre of attention in a group.,8,35,0,Extroversion
I enjoy networking and meeting new people.,8,26,0,Extroversion
I feel excited and energized in social situations.,8,29,0,Extroversion
I often initiate conversations with strangers.,8,18,0,Extroversion
I enjoy being part of a large group and participating in group activities.,8,41,1,Extroversion
I prefer to work in a team rather than independently.,8,50,1,Extroversion
I feel comfortable speaking in front of large audiences.,8,40,1,Extroversion
I enjoy attending social events and parties.,8,44,0,Extroversion
I prefer to think before I speak in social situations.,8,48,1,Extroversion
I feel comfortable striking up conversations with people I do not know well.,8,18,0,Extroversion
I enjoy participating in group discussions and brainstorming sessions.,8,50,1,Extroversion
I feel energized by interacting with others.,8,39,1,Extroversion
I prefer to have a few close friends rather than many acquaintances.,8,20,0,Extroversion
I find it easy to approach strangers and start conversations.,8,30,1,Extroversion
I prefer activities that I can do alone rather than in a group.,8,34,1,Extroversion
I feel uncomfortable in situations where I do not know anyone.,8,21,1,Extroversion
I prefer to observe rather than participate in group activities.,8,49,0,Extroversion
"I trust my practical, hands-on experience more than abstract theories.",8,23,0,Intuition
I prefer to focus on details rather than seeing the big picture.,8,19,0,Intuition
I rely on facts and evidence when making decisions.,8,44,1,Intuition
I prefer to follow a step-by-step approach rather than experimenting with new ideas.,8,41,0,Intuition
I pay attention to the present moment rather than thinking about future possibilities.,8,26,0,Intuition
"I prefer concrete, tangible information over abstract concepts.",8,21,0,Intuition
I enjoy activities that require careful attention to detail.,8,42,1,Intuition
I prefer to learn through hands-on experience rather than theoretical study.,8,21,0,Intuition
I tend to notice small changes in my environment.,8,28,1,Intuition
I trust my senses to provide accurate information about the world.,8,44,0,Intuition
I enjoy using practical skills to solve problems.,8,20,0,Intuition
I focus on what is real and tangible rather than what could be.,8,46,0,Intuition
I prefer to stick to proven methods rather than trying new approaches.,8,50,0,Intuition
I trust my observations and experiences over theories and concepts.,8,22,1,Intuition
"I enjoy activities that engage my senses, like cooking or gardening.",8,42,1,Intuition
I prefer to rely on established procedures rather than improvising.,8,49,1,Intuition
I prefer to have all the facts before making a decision.,8,24,0,Intuition
I tend to focus on specifics rather than generalities.,8,28,0,Intuition
I am good at remembering details and specifics.,8,28,1,Intuition
I trust my intuition to guide me in uncertain situations.,8,44,0,Intuition
I enjoy brainstorming and exploring new possibilities.,8,47,1,Intuition
I often have hunches or gut feelings about things.,8,45,0,Intuition
I enjoy imagining future scenarios and possibilities.,8,19,0,Intuition
I tend to see patterns and connections between seemingly unrelated things.,8,28,0,Intuition
I prefer to explore multiple options rather than settling on one solution.,8,41,0,Intuition
I value logic and reason over emotions when making decisions.,8,47,0,Thinking
I tend to analyze situations objectively rather than considering how they make me feel.,8,45,1,Thinking
I prefer to give feedback based on facts and evidence rather than emotions.,8,29,0,Thinking
I believe it is important to maintain emotional detachment in professional settings.,8,46,0,Thinking
I prioritize fairness and justice over empathy and compassion.,8,36,1,Thinking
I tend to prioritize logical consistency over accommodating the feelings of others.,8,47,1,Thinking
I prefer to solve problems using logical analysis rather than empathetic understanding.,8,42,0,Thinking
I find it easier to express thoughts and ideas than emotions.,8,31,1,Thinking
"I believe in being honest and straightforward, even if it may hurt the feelings of the person I am speaking to.",8,25,0,Thinking
I value efficiency and effectiveness over maintaining harmony in relationships.,8,25,1,Thinking
I prefer to make decisions based on objective criteria rather than personal values.,8,20,1,Thinking
I tend to focus on the task at hand rather than the emotional atmosphere of a situation.,8,21,1,Thinking
I value honesty and transparency in relationships.,8,35,0,Thinking
I believe in constructive criticism even if it may be perceived as harsh.,8,27,0,Thinking
I prefer to keep my emotions private rather than sharing them with others.,8,38,0,Thinking
I tend to rely on logic rather than intuition when solving problems.,8,24,1,Thinking
I find it challenging to empathize with the emotions of others.,8,49,0,Thinking
I believe in treating everyone fairly and equally.,8,29,1,Thinking
I prefer to address conflicts rationally rather than emotionally.,8,31,0,Thinking
I believe it is important to remain objective in decision-making.,8,31,1,Thinking
I prioritize practical considerations over emotional ones.,8,45,1,Thinking
I tend to suppress my emotions in favour of logical reasoning.,8,42,0,Thinking
I find it easier to discuss ideas and concepts than personal feelings.,8,26,1,Thinking
I prefer to rely on facts and evidence rather than intuition or gut feelings.,8,20,0,Thinking
I believe in being straightforward in communication.,8,35,1,Thinking
I prefer to plan rather than go with the flow.,8,30,1,Judging
I feel uncomfortable with uncertainty and prefer to have a clear plan.,8,33,1,Judging
I like to make decisions quickly rather than keeping my options open.,8,37,0,Judging
I feel stressed when things are left to the last minute.,8,25,0,Judging
I enjoy having a structured routine and sticking to a schedule.,8,43,1,Judging
I prefer to complete tasks before moving on to new ones.,8,37,1,Judging
I feel satisfied when I accomplish my goals on schedule.,8,29,0,Judging
I like to have a clear plan of action before starting a project.,8,32,0,Judging
I find it difficult to adapt to changes in plans.,8,24,1,Judging
I prefer to work on one task at a time rather than juggle multiple tasks.,8,38,1,Judging
I feel more comfortable when things are organized and predictable.,8,39,0,Judging
I enjoy setting goals and working towards achieving them.,8,23,0,Judging
I prefer to follow a set schedule rather than improvise.,8,48,1,Judging
I feel anxious when I have too many open-ended tasks.,8,29,1,Judging
I tend to stick to my plans even if unexpected opportunities arise.,8,47,1,Judging
I prefer to make decisions quickly rather than ponder all the possibilities.,8,46,0,Judging
I enjoy having a clear sense of direction and purpose.,8,42,0,Judging
I feel unsettled when plans change at the last minute.,8,36,0,Judging
I prefer to make lists and schedules to stay organized.,8,50,0,Judging
I feel satisfied when I can check items off my to-do list.,8,37,1,Judging
I find it difficult to relax until I have completed my tasks.,8,20,1,Judging
I prefer to have deadlines to motivate me to complete tasks.,8,39,0,Judging
I enjoy having a sense of closure and completion.,8,32,0,Judging
I feel more productive when I have a clear plan in place.,8,45,0,Judging
I prefer to stick to my plans rather than being spontaneous.,8,26,1,Judging
I prefer quiet evenings at home rather than going out to parties.,9,47,0,Extroversion
I enjoy spending time alone with my thoughts.,9,36,0,Extroversion
I find large social gatherings overwhelming.,9,35,1,Extroversion
I feel drained after spending too much time in social settings.,9,28,0,Extroversion
I prefer deep conversations with a few close friends over small talk with many acquaintances.,9,18,1,Extroversion
I tend to listen more than I talk in social situations.,9,43,0,Extroversion
I feel energized after spending time alone.,9,28,1,Extroversion
I seek out opportunities to meet new people and try new experiences.,9,22,0,Extroversion
I feel comfortable being the centre of attention in a group.,9,27,0,Extroversion
I enjoy networking and meeting new people.,9,35,1,Extroversion
I feel excited and energized in social situations.,9,50,1,Extroversion
I often initiate conversations with strangers.,9,40,0,Extroversion
I enjoy being part of a large group and participating in group activities.,9,49,0,Extroversion
I prefer to work in a team rather than independently.,9,23,0,Extroversion
I feel comfortable speaking in front of large audiences.,9,28,0,Extroversion
I enjoy attending social events and parties.,9,45,0,Extroversion
I prefer to think before I speak in social situations.,9,32,1,Extroversion
I feel comfortable striking up conversations with people I do not know well.,9,47,0,Extroversion
I enjoy participating in group discussions and brainstorming sessions.,9,31,1,Extroversion
I feel energized by interacting with others.,9,42,1,Extroversion
I prefer to have a few close friends rather than many acquaintances.,9,37,0,Extroversion
I find it easy to approach strangers and start conversations.,9,42,0,Extroversion
I prefer activities that I can do alone rather than in a group.,9,31,0,Extroversion
